ID,Name,URL,Organizer,Registered Count (Legacy),Registration Count,Impression Count,About Content,Organizer Contact,Important Dates,Official Website,Scraped At,Updated At
435,CodeRush - 7th Weekly Coding Contest,https://unstop.com/hackathons/coderush-7th-weekly-coding-contest-chandigarh-group-of-colleges-cgc-landran-punjab-1549788,"Chandigarh Group of Colleges (CGC), Landran, Punjab",282,282,20767,"Everything you need to know about
CodeRush - 7th Weekly Coding Contest
Every week, take on
6 coding questions
designed across difficulty levels to sharpen your skills and prepare for real-world technical interviews.
This is your chance to push your limits and experience what top-tier hiring rounds feel like!
Questions are structured based on industry standards followed by companies like
Apple, Amazon, Microsoft, IBM
& more — giving you the perfect platform to practice.
Join the WhatsApp Group -
CodeRush Weekly
,
Codeunia
Why Participate:
Compete against top coders in a fair and proctored test environment
Solve questions designed around aptitude, interview preparation, and DSA concepts
Strengthen your problem-solving approach for coding interviews and placement tests
Experience time-bound assessments that simulate real hiring rounds
Get recognized with rankings, certificates, and exclusive rewards.
Marking Scheme:
The assessment consists of 6 coding questions:
2 Hard Questions – 2.5 marks each
2 Intermediate Questions – 1.5 marks each
2 Easy Questions – 1.0 marks each
Total Marks: 10
Time Duration - 2 hrs
No negative marking
Marks are awarded only if your solution passes all test cases and is accepted by the system
No marks will be given for partially correct solutions or submissions that only pass the sample test cases
Competition Instructions:
The assessment will open in full-screen mode. Tab-switching or background activity is strictly prohibited and may lead to disqualification.
Once you begin the test, you must complete it in one sitting. No breaks or retakes will be allowed.
Only the first submission for each question will be considered. You won’t be able to edit or resubmit your answers.
Use of AI tools, copied code from the internet, or external assistance is strictly forbidden. Any form of plagiarism will result in immediate disqualification.
Ensure a stable internet connection and avoid refreshing the page or closing the browser tab during the assessment.",,"Start: 07 Sep 25, 03:30 AM CUT End: 07 Sep 25, 01:30 PM CUT Results
Start: 07 Sep 25, 03:30 AM CUT End: 07 Sep 25, 01:30 PM CUT
Start: 07 Sep 25, 03:30 AM CUT
End: 07 Sep 25, 01:30 PM CUT
Registration Deadline 07 Sep 25, 03:00 AM CUT",https://chat.whatsapp.com/DZlf5el8utpFkhit5a7Hhr,2025-10-27T19:33:02.921374+00:00,2025-11-04T18:06:59.525883+00:00
434,Codezilla,https://unstop.com/hackathons/codezilla-pantheon-techfest25-birla-institute-of-technology-mesra-ranchi-1549538,"Birla Institute of Technology, Mesra, Ranchi",219,219,37971,"Everything you need to know about
Codezilla
Joint the group
:
https://chat.whatsapp.com/JAi60Yiz1UqAhmWAVsy8am
Codezilla is ACM’s premier coding competition, designed to challenge participants’ programming expertise, problem-solving skills, and teamwork under real-world pressure. The contest emphasizes logical reasoning, algorithmic knowledge, and adaptability through a unique Role-Switching Challenge, where team members alternate between the roles of driver (coder) and navigator (strategist).
The competition will be conducted in two rounds:
Preliminary Screening – Tests fundamental data structures, algorithms, and competitive programming skills.
Final Round: Role-Switch Challenge – Pushes participants to their limits with advanced problem-solving tasks under strict time constraints.
More than just a competition, Codezilla is a platform that fosters collaboration, innovation, and recognition within the coding community.
Guidelines:
Round 1 – Preliminary Screening
Format: Competitive programming problems ranging from easy to hard.
Evaluation Criteria: Accuracy, efficiency, and logical reasoning.
Outcome: Top-performing teams will qualify for the final round.
Round 2 – Final Round
Format: Teams will solve advanced problem sets with mandatory role-switching between the driver (coder) and navigator (strategist) at fixed intervals.
Evaluation Criteria: Algorithmic depth, teamwork, adaptability, and accuracy.
Outcome: Winning teams will be crowned Codezilla Champions.",,"Start: 03 Sep 25, 12:45 PM CUT End: 03 Sep 25, 02:45 PM CUT Results
Start: 03 Sep 25, 12:45 PM CUT End: 03 Sep 25, 02:45 PM CUT
Start: 03 Sep 25, 12:45 PM CUT
End: 03 Sep 25, 02:45 PM CUT
Start: 06 Sep 25, 06:30 AM CUT End: 06 Sep 25, 09:30 AM CUT
Start: 06 Sep 25, 06:30 AM CUT
End: 06 Sep 25, 09:30 AM CUT
Registration Deadline 03 Sep 25, 12:32 PM CUT",https://chat.whatsapp.com/JAi60Yiz1UqAhmWAVsy8am,2025-10-27T19:32:41.493892+00:00,2025-11-04T18:07:10.012761+00:00
433,Cipher Chase,https://unstop.com/hackathons/cipher-chase-synergy-25-international-institute-of-information-technology-iiit-bangalore-1544686,"International Institute of Information Technology (IIIT), Bangalore",775,775,78150,"Everything you need to know about
Cipher Chase
https://discord.gg/ssdBJxqG
Join the above discord server for more information.
About the Event:
Cipher Chase is a 24hr Capture the Flag (CTF) competition which involves solving practical security-related challenges.
It is a fun learning experience and allows participants to explore various cybersecurity and cryptography domains.
Stages & Timeline:
Stage 1 Starts: 7th November 2025, 10:00 PM
Stage 2 Starts: 8th November 2025, 10:00 AM
End: 8th November 2025, 10:00 PM
Theme: Into the Multiverse
Theme Details:
Participants will explore different universes, each with unique characteristics, challenges, and vulnerabilities.
Every universe requires different cybersecurity skills such as reverse engineering, web exploitation, cryptography, steganography, forensics, machine learning security, and pwn challenges.
Universes and Challenges:
Quantumverse
Skills Required: Reverse Engineering, Cryptography
Pixelverse
Skills Required: Steganography, OSINT
Cyberpunk 3025
Skills Required: Web Exploitation
Mystic Realms
Skills Required: Forensics, Steganography
AI Overlord Dimension
Skills Required: Prompt Injection, ML Security
Entropy Zone
Skills Required: Miscellaneous, Pwn (binary exploitation)
Rules:
Each team can comprise a maximum of 2 members
The challenges will be released as 2 sets. At the 12 hr mark, the second set of challenges will be released
Each team will have a flag; the team needs to navigate through the challenges to figure out their flag. Upon submission of the correct flag, the team will earn points
The number of points per challenge is determined by the number of teams that have solved the challenge (dynamic scoring)
The flag for each team is unique, if a team enters the flag of another team they will be disqualified
Evaluation Criteria:
Challenge Weighting: Each challenge has a set point value (higher for harder problems)
Dynamic Scoring: The points for a challenge drop as more teams solve it, to reward early solvers
Flag Validity: A correct flag earns points instantly, no penalties for incorrect flag","+917073800216
+919901847632","Registration Deadline 04 Nov 25, 06:30 PM CUT",,2025-10-27T19:32:25.834992+00:00,2025-11-04T18:07:20.550604+00:00
432,Mock Test,https://unstop.com/hackathons/mock-test-poornima-university-1547628,Poornima University,703,703,77703,"Everything you need to know about
Mock Test
Eligibility:
Open to all students and professionals passionate about coding
Individual participation only (no teams)
Inter-college and inter-specialization participation allowed
Format:
Round Type: Online Coding Contest
Number of Questions: 4 (3 Coding + 1 SQL)
Duration: 90 minutes
Question Pattern:
Coding Question (Easy) – Arrays / Strings / Loops
Coding Question (Medium) – Recursion / HashMap / Sorting
Coding Question (Hard) – Dynamic Programming / Graph / Advanced Logic
SQL Question – Database query (Joins, Aggregation, Data Retrieval)
Programming Languages Supported: C, C++, Java, Python
Evaluation: Based on correctness, efficiency, and ability to pass hidden test cases
Rules:
This is an individual contest – no team submissions
Submissions after the contest window will not be accepted
Plagiarism is strictly prohibited – any participant found copying code will be disqualified
Multiple submissions are allowed; the best submission for each problem will be considered
SQL queries must be syntactically correct and should return the expected output on hidden datasets
In case of a tie, the participant with the least total time taken will be ranked higher
The decision of the organizers will be final",,"3 Oct 25 Apptitude Reasoning English Round On This will be an Assessment round! You will see the Play button here, once the round is live. Start: 03 Oct 25, 05:45 AM CUT End: 03 Oct 25, 07:45 AM CUT
Apptitude Reasoning English Round On This will be an Assessment round! You will see the Play button here, once the round is live. Start: 03 Oct 25, 05:45 AM CUT End: 03 Oct 25, 07:45 AM CUT
Start: 03 Oct 25, 05:45 AM CUT End: 03 Oct 25, 07:45 AM CUT
Start: 03 Oct 25, 05:45 AM CUT
End: 03 Oct 25, 07:45 AM CUT
3 Oct 25 Technical Round On This will be an Assessment round! You will see the Play button here, once the round is live. Start: 03 Oct 25, 03:30 AM CUT End: 03 Oct 25, 05:30 AM CUT
Technical Round On This will be an Assessment round! You will see the Play button here, once the round is live. Start: 03 Oct 25, 03:30 AM CUT End: 03 Oct 25, 05:30 AM CUT
Start: 03 Oct 25, 03:30 AM CUT End: 03 Oct 25, 05:30 AM CUT
Start: 03 Oct 25, 03:30 AM CUT
End: 03 Oct 25, 05:30 AM CUT
2 Oct 25 Apptitude Reasoning English Round On This will be an Assessment round! You will see the Play button here, once the round is live. Start: 02 Oct 25, 05:45 AM CUT End: 02 Oct 25, 07:45 AM CUT
Apptitude Reasoning English Round On This will be an Assessment round! You will see the Play button here, once the round is live. Start: 02 Oct 25, 05:45 AM CUT End: 02 Oct 25, 07:45 AM CUT
Start: 02 Oct 25, 05:45 AM CUT End: 02 Oct 25, 07:45 AM CUT
Start: 02 Oct 25, 05:45 AM CUT
End: 02 Oct 25, 07:45 AM CUT
2 Oct 25 Technical Round On This will be an Assessment round! You will see the Play button here, once the round is live. Start: 02 Oct 25, 03:30 AM CUT End: 02 Oct 25, 05:30 AM CUT
Technical Round On This will be an Assessment round! You will see the Play button here, once the round is live. Start: 02 Oct 25, 03:30 AM CUT End: 02 Oct 25, 05:30 AM CUT
Start: 02 Oct 25, 03:30 AM CUT End: 02 Oct 25, 05:30 AM CUT
Start: 02 Oct 25, 03:30 AM CUT
End: 02 Oct 25, 05:30 AM CUT",,2025-10-27T19:32:14.807898+00:00,2025-11-04T18:07:31.204064+00:00
431,AshnaAI Smart India AI Agent Hackathon 2025,https://unstop.com/hackathons/ashnaai-smart-india-ai-agent-hackathon-2025-ashnaai-smart-india-ai-agent-hackathon-2025-ashnaai-1550033,Other organization not listed here,1053,1053,53399,"Everything you need to know about
AshnaAI Smart India AI Agent Hackathon 2025
Everyone can participate. This event will be held online on
7th September, Sunday, from 2 PM to 7 PM, with a prize pool of ₹90,000 INR.
Note
:
We'll start with a Workshop on How to Build AI Agents
, so no worries—just join the Hackathon and get ready to learn!
• Must Join WhatsApp Group  (
https://chat.whatsapp.com/GWpYAVNBLKx3Ex2bI01Y6D?mode=ems_copy_c
)
This AI Agent Hackathon offers participants a great chance to demonstrate their skills in building AI agents.
This event is open to everyone
,
welcoming all backgrounds and experience levels
.
Event Details:
Open to all participants – no restrictions on experience level or background
Fully online event – participate from anywhere
Workshop Timing : 7th September (Sunday), 2 PM to 3 PM
Date & Time: 7th September (Sunday), 2 PM to 7 PM
Total Duration: 5 hours
Prize Pool: ₹90,000 INR
Each participant will receive a valuable prize
Eligibility:
Open to everyone – students, professionals, and enthusiasts
Team participation allowed (1-2 members per team)
Inter-college, inter-organization, and inter-company teams permitted
Format:
•
Online hackathon will happen on AshnaAI Platform (https://app.ashna.ai/)
• Participants will work on AI Agent Building challenges
• Teams will have 5 hours to develop and present their solutions
• Final presentations and judging will take place within the event timeframe
Requred Skills :
Basic English proficiency
Knowledge of Basic English
Rules:
• All Agent must be created during the hackathon period
• Teams must be respectful and follow fair play guidelines
• Final submissions must be made within the specified time limit
• Judges' decisions will be final
This hackathon provides an excellent platform for learning, networking, and showcasing innovative AI solutions. Join us for this exciting challenge and compete for your share of the ₹90,000 prize pool!","shivam@ashna.ai
+917668560563
pooja@ashna.ai
+919816285371
event@ashna.ai
+917258876459","Registration Deadline 06 Sep 25, 06:29 PM CUT",https://chat.whatsapp.com/GWpYAVNBLKx3Ex2bI01Y6D?mode=ems_copy_c,2025-10-27T19:32:05.836162+00:00,2025-11-04T18:07:41.769362+00:00
430,Mastering Time Complexity in Recursion Algorithms To Crack FAANG Companies,https://unstop.com/hackathons/the-complexity-clash-loop-vs-recursion-showdown-hackathon-unsaidtalks-education-1548867,UnsaidTalks Education,8,8,19727,"Everything you need to know about
Mastering Time Complexity in Recursion Algorithms To Crack FAANG Companies
Our first two editions of the
Workshop + Hackathon
created a buzz across campuses. 700+ students participated, learned from Ex-IIT Profs and Industry Professionals, and most importantly
practiced interview-style problem solving in real time.
Now, we’re back with the
next edition
- sharper, outcome-focused, and designed to give you the
clarity + execution skills recruiters look for
to ensure you crack your next interview with confidence.
Why This Workshop + Hackathon Matters for Your Career
FAANG and other top tech recruiters don’t just want you to code; they want to know:
Can you master
recursion algorithms
and choose the most efficient approach?
Can you analyze
time & space complexity
under interview pressure?
Can you turn a brute-force solution into an optimized one recruiters respect?
Can you walk into interviews with the confidence to crack
FAANG-level challenges
?
This session will give you the confidence to defend your approach in interviews - the difference between a rejected attempt and a shortlisted profile.
Join the WhatsApp Group for updates:
Click Here
Extra Bonuses You Can’t Miss
Apart from
Certificate of Participation
and
Scholarship worth ₹30,000
, you also get:
Must-Do CS Fundamentals
for cracking top interviews (handpicked by mentors)
AI Prompts used by top tech companies (
Google, Microsoft, etc) + bonus prompts you can use for
interview prep & practice
These are practical,
interview-ready takeaways
that give you a real edge.
Where You’ll Face Time Complexity in Interviews & Jobs
This isn’t just theory.
Analyzing time & space complexity
appears repeatedly in:
Interview Questions
– Fibonacci, factorial, binary search, DFS/BFS
Data Structures
– Trees, graphs, backtracking
Dynamic Programming
– Recurrence relations, memoization
System Design
– Recursive calls in compilers, parsing, optimization
Competitive Coding
– Converting brute force into efficient solutions
Mastering
time complexity
here gives you a huge edge over most candidates in placements.
Join the WhatsApp Group for updates:
Click Here
Hackathon: From Learning to Execution
Right after the workshop, the Hackathon begins.
Get a
real-world problem
that mirrors what top companies ask
Apply concepts immediately, no rote learning, just
proof of skill
Compete with peers nationwide and
stand out in a hiring-style challenge
This is where you don’t just “know” recursion vs loops you
show you can use it to solve problems like an engineer.
The Outcome You’ll Walk Away With
By the end of this session, you won’t just “understand loop vs recursion.”
You’ll walk away with the
superpower to estimate complexities on the spot
— a skill that separates
average coders from top performers
in:
Technical Interviews
Internship Shortlists
Competitive Programming & Contests
Join the WhatsApp Group for updates:
Click Here
Meet the Mentor:
IIT Guwahati Professor | Visiting Faculty at IISER Pune | Researcher in Blockchain Tech
With decades of experience teaching
Data Structures, Algorithms, and Theory of Computation
at IIT, Prof. Kapoor has guided Ph.D. scholars, published cutting-edge research, and led major tech initiatives at IIT Guwahati. His current work in
Blockchain scalability
keeps him at the forefront of innovation.
If you’ve ever wanted to learn
how top engineers think about complexity, recursion, and optimization
- this is your chance.
Important Dates:
Workshop
6th Sept, Saturday 3PM
Don’t just
learn
. Don’t just
compete
.
Do both and take a step closer to being
placement-ready
.
Register now & secure your spot in the second edition of our Workshop + Hackathon!","info@unsaidtalks.com
+919773557808","Start: 06 Sep 25, 09:30 AM CUT End: 06 Sep 25, 11:30 AM CUT
Start: 06 Sep 25, 09:30 AM CUT
End: 06 Sep 25, 11:30 AM CUT
Start: 06 Sep 25, 11:30 AM CUT End: 06 Sep 25, 02:30 PM CUT
Start: 06 Sep 25, 11:30 AM CUT
End: 06 Sep 25, 02:30 PM CUT
Registration Deadline 02 Sep 25, 08:30 AM CUT",https://chat.whatsapp.com/GVWPPl6eGeA83atTgdtiaK,2025-10-27T19:31:51.691793+00:00,2025-11-04T18:07:52.319857+00:00
429,Techastra: 10-Hour AI & Cyber Security Hackathon,https://unstop.com/hackathons/techastra-10-hour-ai-cyber-security-hackathon-drmgr-educational-and-research-institute-1549613,Dr.M.G.R. Educational and Research Institute,30,30,44262,"Everything you need to know about
Techastra: 10-Hour AI & Cyber Security Hackathon
About the Event:
A 10-hour intercollege hackathon centered on Artificial Intelligence and Cyber Security
Challenges participants to combine creativity and technical expertise to solve real-world problems
Problem Statements:
Provided in advance on the official website
On-spot Challenges:
3–4 challenges announced during the event that must be incorporated into the solution and considered for evaluation
Registration:
Teams must register and make payment on the official site even if they registered on Unstop
Participants Will:
Work in teams of 2–4 members from the same college
Build impactful projects aligned with AI or Cyber Security
Go through multiple review rounds before the final jury presentation
Compete for cash prizes, certificates, and special awards
Eligibility:
Open to college students across all branches
Each team must have 2–4 members from the same institution
Valid college ID card is mandatory for all participants
Rules:
Report on time (08:30 AM) – late entries not allowed
Only allocated facilities/spaces may be used
Participants must maintain discipline – violations may cause disqualification
Laptops required; additional materials must be pre-approved by coordinators
Misuse of resources or damage to property is strictly prohibited
Event Format:
Duration: 10 hours
Problem Statements: Published on the official website
On-spot Challenges: 3–4 challenges announced during the hackathon
Rounds: 1st, 2nd, and final review
Finals: Top 10 teams present to the jury
Domains: Artificial Intelligence & Cyber Security
Judging Criteria: Creativity, adaptability, technical execution, impact, market analysis, and presentation
Process:
Register online via the official portal
Form a team of 2–4 members from the same college
Get evaluated through reviews and present the final solution to the jury
Winners receive cash prizes, certificates, and special awards","mdks.cse@gmail.com
+919342320104
avgovardhan1806@gmail.com
+919344088673
shakeel.cfis22-26@drmgrdu.ac.in
+918015251650","Registration Deadline 10 Sep 25, 06:30 PM CUT",,2025-10-27T19:31:40.682093+00:00,2025-11-04T18:08:03.979316+00:00
428,CodeX- Crack the Code,https://unstop.com/p/codex-crack-the-code-svk-1550297,"Adhiyamaan College of Engineering (ACE), Tamil Nadu","56,740  Registration",,,"All that you need to know about
CodeX- Crack the Code
The competition is structured in two rounds:
Round 1: Aptitude Test
– Assess your logical reasoning, analytical thinking, and quantitative skills. This round ensures that every participant is ready to tackle real-world problem-solving scenarios.
Round 2: Coding Challenge
– Solve algorithmic and programming problems in languages like C, C++, Java, or Python. This round will test your logic, efficiency, and creativity in writing optimized solutions.
Why participate?
Enhance your coding and problem-solving skills
Compete with the best talents from multiple colleges
Gain confidence through real-time challenges
Receive valuable feedback and exposure",,"2 Sep 25 Join Group Discussion On Telegram Join Telegram https://t.me/+rjX5Cr7tgPEwNGU1 Any queries Let Ask In https://www.linkedin.com/in/svk-vasanthkumar Start: 02 Sep 25, 06:18 AM CUT End: 15 Sep 25, 04:33 PM CUT
Join Group Discussion On Telegram Join Telegram https://t.me/+rjX5Cr7tgPEwNGU1 Any queries Let Ask In https://www.linkedin.com/in/svk-vasanthkumar Start: 02 Sep 25, 06:18 AM CUT End: 15 Sep 25, 04:33 PM CUT
Start: 02 Sep 25, 06:18 AM CUT End: 15 Sep 25, 04:33 PM CUT
Start: 02 Sep 25, 06:18 AM CUT
End: 15 Sep 25, 04:33 PM CUT
Start: 02 Sep 25, 06:30 PM CUT End: 16 Sep 25, 10:10 AM CUT Results
Start: 02 Sep 25, 06:30 PM CUT End: 16 Sep 25, 10:10 AM CUT
Start: 02 Sep 25, 06:30 PM CUT
End: 16 Sep 25, 10:10 AM CUT
Start: 07 Sep 25, 06:30 AM CUT End: 16 Sep 25, 10:10 AM CUT Results
Start: 07 Sep 25, 06:30 AM CUT End: 16 Sep 25, 10:10 AM CUT
Start: 07 Sep 25, 06:30 AM CUT
Registration Deadline 14 Sep 25, 06:30 PM CUT",https://docs.google.com/forms/d/e/1FAIpQLSeDxiuJabCvdmKaZUk3GRf6XaHcM6XIwjjtQZR5gofOIGgZDg/viewform?usp=sharing&ouid=103909124231732061883,2025-10-27T19:31:29.009970+00:00,2025-11-04T20:22:50.316621+00:00
427,Build-A-Thon- Where Agents Shape Tomorrow,https://unstop.com/hackathons/build-a-thon-where-agents-shape-tomorrow-pimpri-chinchwad-college-of-engineering-pccoe-pune-1550234,"Pimpri Chinchwad College of Engineering (PCCOE), Pune",560,560,48262,"Everything you need to know about
Build-A-Thon- Where Agents Shape Tomorrow
Process & Format:
Phase 1: Workshop (12th Sept 2025)
Duration: 8 hours
Hands-on session on Decentralized AI tools, frameworks, and problem exploration.
Mode: Offline (Optional for interested participants)
Venue: PCCOE, Akurdi, Pune, Maharashtra
Phase 2: Hackathon (13th–14th Sept 2025)
Duration: 36 hours of coding and prototype development.
Teams will have to think of an innovative idea on the given theme - Decentralized AI.
Phase 3: Presentations & Awards (15th Sept 2025)
Shortlisted teams will present their solutions to an expert panel.
Judging will focus on
innovation, feasibility, technical depth, and impact.
Event Duration:
15-20 minutes
Guidelines:
Deadlines for each phase must be followed strictly.
Your application must follow all the development standards like Read me document, handling requirement installation, etc.
A working prototype and documentation are required for submission.
Teams must ensure stable internet for online participation.
Judges’ decisions are final and binding.
Rules:
Teams: 1–4 members.
No participant can join multiple teams.
Any programming language, tools, or frameworks may be used.
All solutions must be developed during the hackathon.
Professional behavior is mandatory.
Rule violations result in immediate disqualification.
Event Duration:
Phase 1: 8 hours
Phase 2: 36 hours
Phase 3: 1 day ( 15 -20 minutes)
Rewards & Recognition:
Certificates for all participants.
Trophies, prizes, and recognition for winning teams.
Exclusive networking with industry experts from LF Decentralized Trust and IEEE Blockchain Pune.
Contact Details:
https://chat.whatsapp.com/IB6sZnpgCcd0f4iQKN566U?mode=ems_copy_c",,"Registration Deadline 11 Sep 25, 06:29 PM CUT",,2025-10-27T19:31:18.735450+00:00,2025-11-04T18:08:25.002879+00:00
426,"CodeChronos Hackathon: Master Time Complexity, Master Interviews, Win Prizes",https://unstop.com/hackathons/mastering-time-complexity-in-recursion-algorithms-to-crack-faang-companies-unsaidtalks-education-1550639,UnsaidTalks Education,325,325,37792,"Everything you need to know about
CodeChronos Hackathon: Master Time Complexity, Master Interviews, Win Prizes
With
80,000+ impressions, 480+ registrations
, and scholarships worth
₹15,000
in the last hackathon,
we’re back with another edition to help students practice, learn, and grow through real-world problem solving.
CodeChronos Hackathon: Master Time Complexity, Master Interviews
Recursion and loops may achieve the same results, but their performance footprints can be drastically different. In this hackathon, your challenge is to
go beyond writing code
and think like a problem solver:
Can you
estimate time and space complexity
with confidence?
Can you
optimize recursion
into efficient solutions?
Can you
compare recursion vs loops
with clarity and precision?
This isn’t just about solving a problem- it’s about developing
clarity, efficiency, and product-aware thinking
that sets you apart as an engineer.
Join the WhatsApp Group
to Stay Updated:
Click Here
The Winners will get
a free entry to our 9-month Job Guarantee Program
called
Build4Hire
without All India Admission Test.
Click here
to know more about the flagship program launched by
Ex-IIT Professor and Industry Professionals from Google, Amazon, Microsoft, Walmart etc.
Build Industry Ready Projects and
Get Hired within 9 months – Guaranteed!
Extra Bonuses You Can’t Miss
Apart from Certificate of Participation and Scholarship worth ₹30,000, you also get:
Must-Do CS Fundamentals for cracking top interviews (handpicked by mentors)
AI Prompts used by top tech companies (Google, Microsoft, etc) + bonus prompts you can use for interview prep & practice
These are practical, interview-ready takeaways that give you a real edge.
Join the WhatsApp Group
to Stay Updated:
Click Here
Meet the Mentor:
IIT Guwahati Professor | Visiting Faculty at IISER Pune | Researcher in Blockchain Tech
With decades of experience teaching Data Structures, Algorithms, and Theory of Computation at IIT, Prof. Kapoor has guided Ph.D. scholars, published cutting-edge research, and led major tech initiatives at IIT Guwahati. His current work in Blockchain scalability keeps him at the forefront of innovation.
If you’ve ever wanted to learn how top engineers think about complexity, recursion, and optimization - this is your chance.
The Outcome You’ll Walk Away With
By the end of this hackathon, you won’t just have solved a problem — you’ll walk away with:
- Clarity on recursion vs loops — when to use what, and why.
- The ability to derive and explain time complexities with confidence.
- Exposure to work on real world problems to gain industry experience.
- A Certificate of Participation to validate your learning and Exclusive Pre-Placement kit
- A chance to win scholarships upto Rs. 30,000 and exclusive entry into Build4Hire, our job-guarantee program.
Important Date:
Hackathon
6th Sept, Saturday 3PM
Don’t just learn. Don’t just compete. Take a step closer to being placement-ready.
Register now & secure your spot in the Hackathon!
Join the WhatsApp Group
to Stay Updated:
Click Here","info@unsaidtalks.com
+919773557808","Start: 06 Sep 25, 09:30 AM CUT End: 06 Sep 25, 10:00 AM CUT
Start: 06 Sep 25, 09:30 AM CUT
End: 06 Sep 25, 10:00 AM CUT
Start: 06 Sep 25, 10:00 AM CUT End: 09 Sep 25, 03:22 PM CUT
Start: 06 Sep 25, 10:00 AM CUT
End: 09 Sep 25, 03:22 PM CUT
Registration Deadline 06 Sep 25, 06:30 AM CUT",https://chat.whatsapp.com/J38DwXrhMomAzHgzwheKTm,2025-10-27T19:31:03.854854+00:00,2025-11-04T18:08:35.532682+00:00
425,Fanpit India Hackathon - Edition 1 - 2025/26,https://unstop.com/hackathons/fanpit-india-hackathon-edition-1-202526-fanpit-technologies-private-limited-1550650,Fanpit Technologies Private Limited,1436,1436,66242,"Everything you need to know about
Fanpit India Hackathon - Edition 1 - 2025/26
Event Overview:
India's most disruptive hackathon designed to bridge the gap between students and startup founders. Participants will tackle real engineering challenges posed by top VCs and gain mentorship to build scalable solutions.
Eligibility:
Open to all UG students enrolled in recognized institutions
Free registration
Team Structure:
Participants must register as a team of 3-4 members
General Guidelines:
Teams must enroll themselves on the FIH portal -
FIH 2025
Joining the Discord community is encouraged for updates, support, and networking
Challenges & Format:
Participants will address real engineering challenges proposed by leading VCs
There will be four rounds, each being a qualifier to the next
Round 1: Foundation Builder – Simple team formation and member profiles
Round 2: Execution Engine – Solve real engineering problems for Fanpit's platform
Round 3: Innovation Accelerator – Build production-ready solutions with real users
Round 4: Championship Arena – Present your complete solution to investors and industry leaders
Prizes & Rewards:
Grand Champion: INR 5,00,000
Fanpit Grant: INR 4,00,000
People's Choice: INR 1,00,000
Other Exclusive Perks:
Direct mentorship from VCs, industry leaders, senior engineers, and brand managers across domains
Exclusive FIH merch
Internship and placement opportunities","fih@fanpit.live
+919500091496","Stages and Timelines 2 Sep 25 Foundation Builder Team Excellence & Technical Compatibility Assessment Start: 02 Sep 25, 07:30 AM CUT End: 10 Oct 25, 06:29 PM CUT
2 Sep 25 Foundation Builder Team Excellence & Technical Compatibility Assessment Start: 02 Sep 25, 07:30 AM CUT End: 10 Oct 25, 06:29 PM CUT
Foundation Builder Team Excellence & Technical Compatibility Assessment Start: 02 Sep 25, 07:30 AM CUT End: 10 Oct 25, 06:29 PM CUT
Start: 02 Sep 25, 07:30 AM CUT End: 10 Oct 25, 06:29 PM CUT
Start: 02 Sep 25, 07:30 AM CUT
End: 10 Oct 25, 06:29 PM CUT
Registration Deadline 15 Sep 25, 06:30 PM CUT",https://events.fanpit.live/events/fihe1256,2025-10-27T19:30:54.542092+00:00,2025-11-04T18:08:46.037710+00:00
